[0xff5e1ec7, nil]
[0x00000000, nil]
[0x70a08231, nil]
[0x3192164f, nil]
[0xc45a0155, nil]
[0x5478786c, nil]
[0x70a08231, [0xa5, nil]]
[0xf60826ee, nil]
[0x3192164f, [0x6c, nil]]
[0xc45a0155, [0xea, nil]]
[0x5478786c, [0x9d, nil]]
[0xf60826ee, [0xf2, nil]]
