0x0	__function_selector__
0x96	getPaperAmount(uint256)
0xe5	developers()
0x126	addLiquidity(uint256)
0x168	renounceOwnership()
0x17f	releaseBalances()
0x196	owner()
0x1d7	WETH()
0x218	transferOwnership(address)
0x269	paper()
0x2aa	0x2aa
0x10cb	0x10cb
0x1115	0x1115
0x119b	0x119b
0x1dda4	0xeeeeeeee
