0x0	0xd
0x2752B0x250eB0x2569B0x1b72	0x275bB0x250eB0x2569B0x1b72
0x273aB0x250eB0x2569B0x1b72	0x2743B0x250eB0x2569B0x1b72
0x1380B0x6a5B0x245	0x139cB0x6a5B0x245
0x1a91B0x139cB0x6a5B0x245	0x1aadB0x139cB0x6a5B0x245
0x1ac2B0x139cB0x6a5B0x245	0x1ac8B0x139cB0x6a5B0x245
0x2752B0x250eB0x25eaB0x4c84c	0x275bB0x250eB0x25eaB0x4c84c
0x273aB0x250eB0x25eaB0x4c84c	0x2743B0x250eB0x25eaB0x4c84c
0x7e0B0x2d4	0x7fdB0x2d4
0x84eB0x2d4	0x860B0x2d4
0x86aB0x2d4	0x86fB0x2d4
0x24c7B0x2e7	0x24d6B0x2e7
0x24daB0x2e7	0x24f4B0x2e7
0x228cB0x24f8B0x2e7	0x2299B0x24f8B0x2e7
0x221cB0x229dB0x24f8B0x2e7	0x223dB0x229dB0x24f8B0x2e7
0x2244B0x229dB0x24f8B0x2e7	0x2259B0x229dB0x24f8B0x2e7
0x2201B0x229dB0x24f8B0x2e7	0x2215B0x229dB0x24f8B0x2e7
0x92eB0x335	0x933B0x335
0x9f8B0x38b	0xa0eB0x38b
0xa15B0x38b	0xa2fB0x38b
0xa56B0x38b	0xa61B0x38b
0xa44B0x38b	0xa4dB0x38b
0x2479B0x43f	0x2487B0x43f
0x248bB0x43f	0x249eB0x43f
0x228cB0x24a2B0x43f	0x2299B0x24a2B0x43f
0x221cB0x229dB0x24a2B0x43f	0x223dB0x229dB0x24a2B0x43f
0x2244B0x229dB0x24a2B0x43f	0x2259B0x229dB0x24a2B0x43f
0x2201B0x229dB0x24a2B0x43f	0x2215B0x229dB0x24a2B0x43f
0x2752B0x250eB0x25eaB0x4cb85	0x275bB0x250eB0x25eaB0x4cb85
0x273aB0x250eB0x25eaB0x4cb85	0x2743B0x250eB0x25eaB0x4cb85
0x2752B0x250eB0x25eaB0x4cc36	0x275bB0x250eB0x25eaB0x4cc36
0x273aB0x250eB0x25eaB0x4cc36	0x2743B0x250eB0x25eaB0x4cc36
0x2752B0x250eB0x25eaB0x4cd82	0x275bB0x250eB0x25eaB0x4cd82
0x273aB0x250eB0x25eaB0x4cd82	0x2743B0x250eB0x25eaB0x4cd82
0x12e8B0x6a0	0x12fbB0x6a0
0x1312B0x6a0	0x1321B0x6a0
0x7210x6b6B0x26b	0x7350x6b6B0x26b
0x6f80x6b6B0x26b	0x7000x6b6B0x26b
0x6f10x6b6B0x26b	0x6f80x6b6B0x26b
0x8ebB0x2f6	0x8feB0x2f6
0x1439B0x915B0x2f6	0x143eB0x915B0x2f6
0x213eB0x149cB0x915B0x2f6	0x2158B0x149cB0x915B0x2f6
0x2160B0x149cB0x915B0x2f6	0x2169B0x149cB0x915B0x2f6
0x2179B0x149cB0x915B0x2f6	0x2188B0x149cB0x915B0x2f6
0x218bB0x149cB0x915B0x2f6	0x2194B0x149cB0x915B0x2f6
0x21edB0x21a6B0x149cB0x915B0x2f6	0x21f6B0x21a6B0x149cB0x915B0x2f6
0xbb5B0x44e	0xbc8B0x44e
0x213eB0xbdfB0x44e	0x2158B0xbdfB0x44e
0x2160B0xbdfB0x44e	0x2169B0xbdfB0x44e
0x2179B0xbdfB0x44e	0x2188B0xbdfB0x44e
0x218bB0xbdfB0x44e	0x2194B0xbdfB0x44e
0x21edB0x21a6B0xbdfB0x44e	0x21f6B0x21a6B0xbdfB0x44e
0xcdfB0x4b5	0xce6B0x4b5
0xd0fB0x4b5	0xd23B0x4b5
0xce6B0x4b5	0xceeB0x4b5
0x7210xdf1B0x51d	0x7350xdf1B0x51d
0x6f80xdf1B0x51d	0x7000xdf1B0x51d
0x6f10xdf1B0x51d	0x6f80xdf1B0x51d
0xe86B0x58c	0xe99B0x58c
0x1b43B0x17a3B0xeb0B0x58c	0x1b48B0x17a3B0xeb0B0x58c
0x17fbB0xfe6B0x622	0x1800B0xfe6B0x622
0x18a6B0xfe6B0x622	0x18adB0xfe6B0x622
0x18d6B0xfe6B0x622	0x18eaB0xfe6B0x622
0x1904B0xfe6B0x622	0x1911B0xfe6B0x622
0x1917B0xfe6B0x622	0x191fB0xfe6B0x622
0x18adB0xfe6B0x622	0x18b5B0xfe6B0x622
0x2752B0x253aB0x191fB0xfe6B0x622	0x275bB0x253aB0x191fB0xfe6B0x622
0x273aB0x253aB0x191fB0xfe6B0x622	0x2743B0x253aB0x191fB0xfe6B0x622
0x2752B0x254cB0x191fB0xfe6B0x622	0x275bB0x254cB0x191fB0xfe6B0x622
0x273aB0x254cB0x191fB0xfe6B0x622	0x2743B0x254cB0x191fB0xfe6B0x622
0x1c86B0x1949B0xfe6B0x622	0x1c8bB0x1949B0xfe6B0x622
0x1cf4B0x1949B0xfe6B0x622	0x1d00B0x1949B0xfe6B0x622
0x2752B0x253aB0x1d1eB0x1949B0xfe6B0x622	0x275bB0x253aB0x1d1eB0x1949B0xfe6B0x622
0x273aB0x253aB0x1d1eB0x1949B0xfe6B0x622	0x2743B0x253aB0x1d1eB0x1949B0xfe6B0x622
0x2752B0x254cB0x1d1eB0x1949B0xfe6B0x622	0x275bB0x254cB0x1d1eB0x1949B0xfe6B0x622
0x273aB0x254cB0x1d1eB0x1949B0xfe6B0x622	0x2743B0x254cB0x1d1eB0x1949B0xfe6B0x622
