0x0	0xd
0x60	0x6b
0x3f	0x4a
0xd	0x1e
0x1bf2	0x1bfa
0x123	0x12f
0xab	0xb7
0x6f	0x7b
0xf2	0xfe
0x1b1	0x1bd
0x175	0x181
0x1f8	0x204
0xbf2	0xc10
0xc69	0xc7c
0xd34	0xd45
0xe3a	0xe4d
0xeba	0xecc
0xf7f	0xf92
0x11e6	0x120e
0x753	0x758
0x960	0x967
0xb2d	0xb34
0xb90	0xb9c
0x29	0x34
0xfb8	0xfbd
0x2701	0x2714
0x1278	0x1294
0x26ed	0x26f5
0x12c8	0x12e4
0x1598	0x15a7
0x1600	0x160f
0x2720	0x272b
0x26d5	0x26e1
0x17d4	0x17d9
0x1b5f	0x1b72
0x19b1	0x19b7
0x1b0e	0x1b16
0x2763	0x2771
0x1ba3	0x1bb9
0x1bbd	0x1bcb
0x1bed	0x1bf2
0x1c20	0x1c28
0x1ef2	0x1f06
0x279e	0x27ab
0x1ecc	0x1ed3
0x1f0d	0x1f2b
0x27b9	0x27c1
0x1f64	0x1f72
0x1f3b	0x1f42
0x2777	0x2783
0x22a	0x232
0x25f	0x267
0x281	0x289
0x2b9	0x2c1
0x2db	0x2e3
0x2fb	0x303
0x31a	0x322
0x33a	0x342
0x35a	0x362
0x370	0x378
0x39d	0x3a5
0x3bd	0x3c5
0x3dd	0x3e5
0x3fd	0x405
0x41d	0x425
0x433	0x43b
0x453	0x45b
0x473	0x47b
0x489	0x491
0x4a9	0x4b1
0x4be	0x4c6
0x4de	0x4e6
0x4f3	0x4fb
0x511	0x519
0x526	0x52e
0x53b	0x543
0x55b	0x563
0x571	0x579
0x591	0x599
0x5b1	0x5b9
0x5c7	0x5cf
0x5e7	0x5ef
0x607	0x60f
0x63a	0x642
0x650	0x658
0x670	0x678
0x685	0x68d
0x1952	0x1961
0x91	0x9c
0x1ea4	0x1eac
0x1e	0x29
0x34	0x3f
0x4a	0x55
0x55	0x60
0x7b	0x86
0x86	0x91
0x9c	0xa7
0xb7	0xc2
0xc2	0xcd
0xcd	0xd8
0xd8	0xe3
0xe3	0xee
0xfe	0x109
0x109	0x114
0x114	0x11f
0x12f	0x13a
0x13a	0x145
0x145	0x150
0x150	0x15b
0x15b	0x166
0x166	0x171
0x181	0x18c
0x18c	0x197
0x197	0x1a2
0x1a2	0x1ad
0x1bd	0x1c8
0x1c8	0x1d3
0x1d3	0x1de
0x1de	0x1e9
0x1e9	0x1f4
0x204	0x20f
0x20f	0x21a
0x21a	0xc9eca
0x156d0x928	0x15730x928
0x156d0x14bb	0x15730x14bb
0x15320x928	0x154f0x928
0x15320x14bb	0x154f0x14bb
0x14c60x928	0x14cb0x928
0x14c60x14bb	0x14cb0x14bb
0x7210x1c6c	0x7350x1c6c
0x6f80x1c6c	0x7000x1c6c
0x6f10x1c6c	0x6f80x1c6c
0x24aeB0x28d	0x24bcB0x28d
0x25c2B0x390	0x25cbB0x390
0x24aeB0x3c9	0x24bcB0x3c9
0x24aeB0x3e9	0x24bcB0x3e9
0x24aeB0x45f	0x24bcB0x45f
0xe08B0x532	0xe36B0x532
0x24aeB0x5d3	0x24bcB0x5d3
0x24aeB0x613	0x24bcB0x613
0x1d45B0x1ae1	0x1d54B0x1ae1
0x1da0B0x1ae1	0x1dbaB0x1ae1
0x1dc3B0x1ae1	0x1dd2B0x1ae1
0x1ddaB0x1ae1	0x1df4B0x1ae1
0x1fb9B0x1ae1	0x1fd3B0x1ae1
0x2051B0x1ae1	0x2072B0x1ae1
0x2079B0x1ae1	0x2093B0x1ae1
0x209aB0x1ae1	0x20cbB0x1ae1
0x24aeB0x627	0x24bcB0x627
0x21c2B0x1b16	0x21cfB0x1b16
0x21edB0x21d2B0x1b16	0x21f6B0x21d2B0x1b16
0x243fB0x236	0x244dB0x236
0x2850B0x2451B0x236	0x2862B0x2451B0x236
0x23f8B0x2c5	0x2407B0x2c5
0x283bB0x240bB0x2c5	0x284cB0x240bB0x2c5
0x2302B0x326	0x2313B0x326
0x283bB0x2317B0x326	0x284cB0x2317B0x326
0x283bB0x2322B0x326	0x284cB0x2322B0x326
0x23f8B0x346	0x2407B0x346
0x283bB0x240bB0x346	0x284cB0x240bB0x346
0x22acB0x37c	0x22baB0x37c
0x283bB0x22beB0x37c	0x284cB0x22beB0x37c
0x2302B0x3a9	0x2313B0x3a9
0x283bB0x2317B0x3a9	0x284cB0x2317B0x3a9
0x283bB0x2322B0x3a9	0x284cB0x2322B0x3a9
0xab1B0x3d8	0xab6B0x3d8
0x2424B0x495	0x2432B0x495
0x2277B0x2436B0x495	0x2283B0x2436B0x495
0x22acB0x4ca	0x22baB0x4ca
0x283bB0x22beB0x4ca	0x284cB0x22beB0x4ca
0xdbbB0x4ea	0xdceB0x4ea
0x22acB0x547	0x22baB0x547
0x283bB0x22beB0x547	0x284cB0x22beB0x547
0x23f8B0x57d	0x2407B0x57d
0x283bB0x240bB0x57d	0x284cB0x240bB0x57d
0x23c3B0x59d	0x23d2B0x59d
0x283bB0x23d6B0x59d	0x284cB0x23d6B0x59d
0x2277B0x23e1B0x59d	0x2283B0x23e1B0x59d
0x2343B0x5f3	0x2355B0x5f3
0x2374B0x5f3	0x2393B0x5f3
0x2397B0x5f3	0x23a4B0x5f3
0x283bB0x2359B0x5f3	0x284cB0x2359B0x5f3
0x283bB0x2364B0x5f3	0x284cB0x2364B0x5f3
0x221cB0x23a8B0x5f3	0x223dB0x23a8B0x5f3
0x2244B0x23a8B0x5f3	0x2259B0x23a8B0x5f3
0x2201B0x23a8B0x5f3	0x2215B0x23a8B0x5f3
0xff1B0x635	0xffcB0x635
0x103aB0x635	0x1045B0x635
0x104cB0x635	0x1051B0x635
0x10b6B0x635	0x10bdB0x635
0x1108B0x635	0x110fB0x635
0x1197B0x635	0x11a0B0x635
0x22c9B0x65c	0x22d8B0x65c
0x283bB0x22dcB0x65c	0x284cB0x22dcB0x65c
0x283bB0x22e7B0x65c	0x284cB0x22e7B0x65c
0x22acB0x691	0x22baB0x691
0x283bB0x22beB0x691	0x284cB0x22beB0x691
0x245cB0x1bcb	0x246aB0x1bcb
0x2850B0x246eB0x1bcb	0x2862B0x246eB0x1bcb
