0x146c	0x1480
0x148a	0x1498
0x14a3	0x14a3
0x14b6	0x14b6
0x697	0x1e45c
0x697	0x1e485
0x8c9	0x1e4ae
0xd6f	0x1e4d4
0xd6f	0x1e4fd
0xe17	0x1e526
0x1021	0x1e54b
0x697	0x1e572
0x8c9	0x1e59b
0xd6f	0x1e5c1
0xe17	0x1e5ea
0x1021	0x1e60f
