0x195c	7	0x279e	2
0x195c	7	0x27dc	2
0x195c	7	0x37bf	2
0x24a8	22	0x92d	1
0x24a8	22	0xa5e	1
0x24a8	22	0xac1	1
0x24a8	22	0xacd	1
0x24a8	22	0xc12	1
0x24a8	22	0xf61	1
0x24a8	22	0xf6e	1
0x24a8	22	0x101a	1
0x24a8	22	0x1195	1
0x24a8	22	0x1340	1
0x24a8	22	0x1650	1
0x24a8	22	0x17ad	1
0x24a8	22	0x1985	1
0x24a8	22	0x1ab6	1
0x24a8	22	0x1ac3	1
0x24a8	22	0x1d57	1
0x24a8	22	0x1d7f	1
0x24a8	22	0x1df9	1
0x24a8	22	0x1ee2	1
0x24a8	22	0x1fa8	1
0x24a8	22	0x21f6	1
0x24a8	22	0x22e6	1
0x24b0	11	0x2e3c	5
0x2a79	29	0x2b63	13
0x2aa4	126	0x2a86	29
0x2aa4	126	0x3611	29
0x2aee	46	0x42de	10
0x2aee	46	0x43c8	10
0x2aee	46	0x4477	10
0x2b4c	13	0x3d87	4
0x2ba8	140	0x34f5	29
0x2ba8	140	0x3587	29
0x2ced	5	0x2915	2
0x2ced	5	0x2ffc	2
0x2f39	76	0x370b	13
0x2f39	76	0x3724	13
0x2f39	76	0x373b	13
0x2f39	76	0x425b	13
0x2f39	76	0x428c	13
0x42bd	10	0x3e8c	4
0x4462	10	0x3ed8	4
0x44a1	1044	0x54cf	202
0x44a1	1044	0x54da	202
0x44d7	6	0x24c	1
0x44d7	6	0x39b	1
0x44d7	6	0x494	1
0x44d7	6	0x708	1
0x44d7	6	0x858	1
0x44d7	6	0x881	1
0x461d	4	0x2a0	1
0x461d	4	0x42c	1
0x461d	4	0x75c	1
0x461d	4	0x7b0	1
0x4678	9	0x2bb	1
0x4678	9	0x379	1
0x4678	9	0x447	1
0x4678	9	0x557	1
0x4678	9	0x5bd	1
0x4678	9	0x6bb	1
0x4678	9	0x777	1
0x4678	9	0x7cb	1
0x4678	9	0x1e8e	1
0x46a2	31	0x2590	11
0x47c1	8	0x403	1
0x47c1	8	0x4bd	1
0x47c1	8	0x579	1
0x47c1	8	0x5a2	1
0x47c1	8	0x621	1
0x47c1	8	0x6a0	1
0x47c1	8	0x8e7	1
0x47c1	8	0x910	1
0x485a	11	0x5420	5
0x493d	11	0x988	1
0x493d	11	0xc6d	1
0x493d	11	0x11f0	1
0x493d	11	0x139b	1
0x493d	11	0x1808	1
0x493d	11	0x19e0	1
0x493d	11	0x1e54	1
0x493d	11	0x1f3d	1
0x493d	11	0x2003	1
0x493d	11	0x2251	1
0x493d	11	0x2341	1
0x498c	4	0x9cc	1
0x498c	4	0x9db	1
0x498c	4	0x1a24	1
0x498c	4	0x1a33	1
0x562a	6	0x5658	2
0x562a	6	0x5666	2
0x562a	6	0x5677	2
