0x0	0x80
0x40	0xcc2159be
0x60	0x741a
0x1f	0xa22cb465
0x2	0x40
0x5	0x4
0xd	0x0
0x10	0xe0
0x14	0x6c0360eb
0x1a	0xec
0x25	0x8a
0x2a	0xc87b56dd
0x30	0x64
0x35	0xc87b56dd
0x4b	0xe985e9c5
0x56	0xf2fde38b
0x66	0xa22cb465
0x71	0xa9722cf3
0x7c	0xb88d4fde
0x86	0x743e
0x8c	0x85d991da
0x92	0xc6
0x97	0x85d991da
0xa2	0x8da5cb5b
0xad	0x95d89b41
0xb8	0xa035b1fe
0xc2	0x7462
0xc8	0x6c0360eb
0xd3	0x70a08231
0xde	0x715018a6
0xe8	0x7486
0xee	0x23b872dd
0xf4	0x159
0xf9	0x474740b1
0xff	0x133
0x104	0x474740b1
0x10f	0x49ebc2ef
0x11a	0x55f804b3
0x125	0x6352211e
0x12f	0x74aa
0x135	0x23b872dd
0x140	0x34eafb11
0x14b	0x42842e0e
0x155	0x74ce
0x15b	0x1ffc9a7
0x166	0x6fdde03
0x171	0x81812fc
0x17c	0x95ea7b3
0x187	0x162094c4
0x192	0x18160ddd
0x19d	0x0
0x1a5	0x1ad
0x1a9	0x0
0x1af	0x1c8
0x1b2	0x4
0x1ba	0x1c3
0x1bf	0x23a7
0x1c4	0x661
0x1c9	0x40
0x1cc	0x1d5
0x1d1	0x23ef
0x1d6	0x40
0x1db	0x20
0x1e2	0x1ea
0x1e6	0x0
0x1ec	0x1f3
0x1ef	0x743
0x1f4	0x40
0x1f7	0x200
0x1fc	0x24a3
0x201	0x40
0x20d	0x215
0x211	0x0
0x217	0x230
0x21a	0x4
0x222	0x22b
0x227	0x24fb
0x22c	0x7d5
0x231	0x40
0x234	0x23d
0x239	0x2569
0x23e	0x40
0x243	0x20
0x24a	0x252
0x24e	0x0
0x254	0x26d
0x257	0x4
0x25f	0x268
0x264	0x25b0
0x269	0x85a
0x273	0x27b
0x277	0x0
0x27d	0x296
0x280	0x4
0x288	0x291
0x28d	0x2725
0x292	0x972
0x29c	0x2a4
0x2a0	0x0
0x2a6	0x2ad
0x2a9	0x9fc
0x2ae	0x40
0x2b1	0x2ba
0x2b6	0x2790
0x2bb	0x40
0x2c0	0x20
0x2c7	0x2cf
0x2cb	0x0
0x2d1	0x2ea
0x2d4	0x4
0x2dc	0x2e5
0x2e1	0x27ab
0x2e6	0xa06
0x2f0	0x2f8
0x2f4	0x0
0x2fa	0x301
0x2fd	0xa66
0x302	0x40
0x305	0x30e
0x30a	0x2790
0x30f	0x40
0x314	0x20
0x31b	0x323
0x31f	0x0
0x325	0x33e
0x328	0x4
0x330	0x339
0x335	0x27ab
0x33a	0xa6c
0x344	0x34c
0x348	0x0
0x34e	0x355
0x351	0xa8c
0x356	0x40
0x359	0x362
0x35e	0x2790
0x363	0x40
0x368	0x20
0x36f	0x377
0x373	0x0
0x379	0x392
0x37c	0x4
0x384	0x38d
0x389	0x282a
0x38e	0xa92
0x398	0x3a0
0x39c	0x0
0x3a2	0x3bb
0x3a5	0x4
0x3ad	0x3b6
0x3b2	0x2857
0x3b7	0xb2b
0x3c1	0x3c9
0x3c5	0x0
0x3cb	0x3e4
0x3ce	0x4
0x3d6	0x3df
0x3db	0x24fb
0x3e0	0xbc1
0x3e5	0x40
0x3e8	0x3f1
0x3ed	0x2569
0x3f2	0x40
0x3f7	0x20
0x3fe	0x406
0x402	0x0
0x408	0x40f
0x40b	0xc73
0x410	0x40
0x413	0x41c
0x418	0x24a3
0x41d	0x40
0x429	0x431
0x42d	0x0
0x433	0x44c
0x436	0x4
0x43e	0x447
0x443	0x28a0
0x448	0xd01
0x44d	0x40
0x450	0x459
0x455	0x2790
0x45a	0x40
0x45f	0x20
0x466	0x46e
0x46a	0x0
0x470	0x477
0x473	0xdb9
0x47a	0x493
0x47d	0x4
0x485	0x48e
0x48a	0x24fb
0x48f	0xe41
0x499	0x4a1
0x49d	0x0
0x4a3	0x4aa
0x4a6	0x108b
0x4ab	0x40
0x4ae	0x4b7
0x4b3	0x2569
0x4b8	0x40
0x4bd	0x20
0x4c4	0x4cc
0x4c8	0x0
0x4ce	0x4d5
0x4d1	0x10b5
0x4d6	0x40
0x4d9	0x4e2
0x4de	0x24a3
