0x73c
0x73d
0x73e
0x73f
0x740
0x741
0x742
0x7cb
0x7cc
0x7cd
0x7ce
0x7cf
0x7d0
0x7d1
0x7d2
0x7d3
0x7d4
0xcf9
0xcfa
0xcfb
0xcfc
0xcfd
0xcfe
0xcff
0xd00
0x113d
0x113e
0x113f
0x1140
0x1141
0x1142
0x1143
0x1144
0x1145
0x1146
0x1325
0x1326
0x1327
0x1328
0x1329
0x179c
0x179d
0x179e
0x179f
0x17a0
0x17a1
0x17a2
0x17a3
0x17a4
0x1ee6
0x1ee7
0x1ee8
0x1ee9
0x1eea
0x1eeb
0x1eec
0x1eed
0x1eee
0x1eef
0x1f8f
0x1f90
0x1f91
0x1f92
0x1f93
0x1f94
0x1f95
0x1f96
0x1f97
0x1f98
0x1f99
0x1f9a
0x1f9b
0x211c
0x211d
0x211e
0x211f
0x2120
0x2121
0x2122
0x2123
0x21b9
0x2235
0x2280
0x2281
0x2282
0x2283
0x2284
0x2345
0x2346
0x2348
0x2349
0x234a
0x234b
0x234d
0x234e
0x23bc
0x2453
0x2454
0x2455
0x2456
0x2457
0x2458
0x2510
0x25c6
0x25f0
0x25f1
0x25f3
0x25f4
0x25f5
0x25f6
0x25f8
0x25f9
0x25fa
0x25fb
0x261c
0x261e
0x261f
0x2621
0x2623
0x2624
0x2626
0x2628
0x2650
0x268f
0x26e3
0x270b
0x273b
0x276a
0x27c3
0x283f
0x286c
0x288a
0x28b5
0x28e3
0x2927
0x296c
0x2994
0x29c7
0x2a18
0x2a47
0x2acb
0x2acc
0x2acd
0x2ace
0x2acf
0x2ad0
0x2ad1
0x2f82
0x2f83
0x2fa4
0x2fa6
0x2fa7
0x2fa9
0x2fab
0x2fac
0x2fae
0x2fb0
0x2ffb
0x30c1
0x319f
0x359f
0x38de
0x38f6
0x38f7
0x3918
0x391a
0x391b
0x391d
0x391f
0x3920
0x3922
0x3924
0x394a
0x397b
0x1db34
0x1db54
0x1f934
0x1f954
0x22b34
0x22b54
0x24934
0x25334
0x24954
0x25d34
0x25354
0x26734
0x25d54
0x27134
0x26754
0x27b34
0x27154
0x28534
0x27b54
0x28f34
0x28554
0x29934
0x28f54
0x2a334
0x29954
0x2ad34
0x2a354
0x2b734
0x2ad54
0x2c134
0x2b754
0x2cb34
0x2c154
0x2d534
0x2cb54
0x2df34
0x2d554
0x2e934
0x2df54
0x2f334
0x2e954
0x2fd34
0x2f354
0x30734
0x2fd54
0x30754
0x31b34
0x32534
0x31b54
0x32f34
0x32554
0x33934
0x32f54
0x34334
0x33954
0x34d34
0x34354
0x35734
0x34d54
0x36134
0x35754
0x36154
0x6c751
0x6c752
0x6c753
0x6c754
0x6c755
0x6c756
