0x0	0x0
0xf	0xf
0xf	0x2f
0xf	0x35
0xf	0x3c
0xf	0x47
0xf	0x52
0xf	0x5d
0xf	0x68
0xf	0x73
0xf	0x7e
0xf	0x89
0xf	0x94
0xf	0x9f
0xf	0xaa
0xf	0xb5
0xf	0xc0
0xf	0xcb
0xf	0xd6
0xf	0xe1
0xf	0xec
0xf	0xf7
0xf	0x102
0xf	0x10d
0x8	0x8
0x2	0x2
0x5	0x8
0x5	0x5
0x7	0x8
0x7	0x7
0xd	0xd
0x10	0x10
0x10	0x2f
0x10	0x35
0x10	0x3c
0x10	0x47
0x10	0x52
0x10	0x5d
0x10	0x68
0x10	0x73
0x10	0x7e
0x10	0x89
0x10	0x94
0x10	0x9f
0x10	0xaa
0x10	0xb5
0x10	0xc0
0x10	0xcb
0x10	0xd6
0x10	0xe1
0x10	0xec
0x10	0xf7
0x10	0x102
0x10	0x10d
0x2f	0x2f
0x2f	0x35
0x2f	0x3c
0x2f	0x47
0x2f	0x52
0x2f	0x5d
0x2f	0x68
0x2f	0x73
0x2f	0x7e
0x2f	0x89
0x2f	0x94
0x2f	0x9f
0x2f	0xaa
0x2f	0xb5
0x2f	0xc0
0x2f	0xcb
0x2f	0xd6
0x2f	0xe1
0x2f	0xec
0x2f	0xf7
0x2f	0x102
0x2f	0x10d
0x30	0x30
0x30	0x35
0x30	0x3c
0x30	0x47
0x30	0x52
0x30	0x5d
0x30	0x68
0x30	0x73
0x30	0x7e
0x30	0x89
0x30	0x94
0x30	0x9f
0x30	0xaa
0x30	0xb5
0x30	0xc0
0x30	0xcb
0x30	0xd6
0x30	0xe1
0x30	0xec
0x30	0xf7
0x30	0x102
0x30	0x10d
0x35	0x35
0x35	0x3c
0x35	0x47
0x35	0x52
0x35	0x5d
0x35	0x68
0x35	0x73
0x35	0x7e
0x35	0x89
0x35	0x94
0x35	0x9f
0x35	0xaa
0x35	0xb5
0x35	0xc0
0x35	0xcb
0x35	0xd6
0x35	0xe1
0x35	0xec
0x35	0xf7
0x35	0x102
0x35	0x10d
0x37	0x37
0x37	0x3c
0x3c	0x3c
0x42	0x42
0x42	0x47
0x47	0x47
0x4d	0x4d
0x4d	0x52
0x52	0x52
0x58	0x58
0x58	0x5d
0x5d	0x5d
0x63	0x63
0x63	0x68
0x68	0x68
0x6e	0x6e
0x6e	0x73
0x73	0x73
0x79	0x79
0x79	0x7e
0x7e	0x7e
0x84	0x84
0x84	0x89
0x89	0x89
0x8f	0x8f
0x8f	0x94
0x94	0x94
0x9a	0x9a
0x9a	0x9f
0x9f	0x9f
0xa5	0xa5
0xa5	0xaa
0xaa	0xaa
0xb0	0xb0
0xb0	0xb5
0xb5	0xb5
0xbb	0xbb
0xbb	0xc0
0xc0	0xc0
0xc6	0xc6
0xc6	0xcb
0xcb	0xcb
0xd1	0xd1
0xd1	0xd6
0xd6	0xd6
0xdc	0xdc
0xdc	0xe1
0xe1	0xe1
0xe7	0xe7
0xe7	0xec
0xec	0xec
0xf2	0xf2
0xf2	0xf7
0xf7	0xf7
0xfd	0xfd
0xfd	0x102
0x102	0x102
0x108	0x108
0x108	0x10d
0x10d	0x10d
0x113	0x113
0x118	0x118
0x118	0x119
0x119	0x119
0x11a	0x11a
0x11e	0x11e
0x123	0x123
0x126	0x126
0x12b	0x12b
0x12d	0x12d
0x12d	0x138
0x12d	0x141
0x130	0x130
0x130	0x131
0x130	0x132
0x130	0x133
0x131	0x131
0x131	0x132
0x131	0x133
0x132	0x132
0x132	0x133
0x133	0x133
0x136	0x136
0x136	0x138
0x136	0x141
0x138	0x138
0x138	0x141
0x13c	0x13c
0x13e	0x13e
0x13e	0x141
0x141	0x141
0x145	0x145
0x145	0x146
0x146	0x146
0x147	0x147
0x14b	0x14b
0x150	0x150
0x153	0x153
0x158	0x158
0x15a	0x15a
0x15a	0x15f
0x15a	0x162
0x15a	0x16d
0x15a	0x18b
0x15a	0x1a0
0x15a	0x1ad
0x15a	0x1c1
0x15a	0x1cf
0x15a	0x1c4_0x1
0x15d	0x15d
0x15d	0x15f
0x15d	0x162
0x15d	0x16d
0x15d	0x18b
0x15d	0x1a0
0x15d	0x1ad
0x15d	0x1c1
0x15d	0x1cf
0x15d	0x1c4_0x1
0x15f	0x15f
0x15f	0x162
0x15f	0x16d
0x15f	0x18b
0x15f	0x1a0
0x15f	0x1ad
0x15f	0x1c1
0x15f	0x1cf
0x15f	0x1c4_0x1
0x162	0x162
0x168	0x168
0x16b	0x16b
0x16b	0x16d
0x16b	0x18b
0x16b	0x1a0
0x16b	0x1ad
0x16b	0x1c1
0x16b	0x1cf
0x16b	0x1c4_0x1
0x16d	0x16d
0x16d	0x18b
0x16d	0x1a0
0x16d	0x1ad
