0x12a
0x157
0x212
0x23f
0x2b4
0x2e1
0x310
0x352
0x38d
0x3a2
0x3fc
0x44d
0x476
0x4a3
0x4b8
0x50d
0x5c8
0x622
0x692
0x6df
0x755
0x78c
0x8e9
0x941
0xaf5
0xb4d
0xbe0
0xe41
0xe71
0x12b2
0x1347
0x1419
0x1664
0x18ae
0x1943
0x1a86
