0x1c
0x268
0x288
0x2ea
0x344
0x364
0x384
0x407
0x427
0x475
0x4a3
0x4c3
0x4e3
0x503
0x50d
0x517
0x5cb
0x641
0x661
0x764
0x784
0x7c8
0x7e8
0x8d0
0x8f0
