0x0	__function_selector__
0x1c9	name()
0x24c	approve(address,uint256)
0x2b0	totalSupply()
0x2ce	bypassYinYang(address)
0x328	transferFrom(address,address,uint256)
0x3ac	decimals()
0x3cd	totalYinAmountMinted()
0x3eb	increaseAllowance(address,uint256)
0x44f	unpause()
0x459	burn(uint256)
0x487	_random(address,address,address,uint256,uint256,bytes32)
0x53d	YIN()
0x55b	paused()
0x57b	liquidityPool()
0x5af	balanceOf(address)
0x607	SUPER_SAIYANG()
0x625	burnFrom(address,uint256)
0x673	team()
0x6a7	totalYangAmountBurned()
0x6c5	symbol()
0x748	decreaseAllowance(address,uint256)
0x7ac	transfer(address,uint256)
0x810	uniswapPool()
0x844	UNISWAP_FACTORY()
0x878	unpauseTime()
0x896	YANG()
0x8b4	allowance(address,address)
0x92c	stakingRewardsPool()
0x960	0x960
0xcc5	0xcc5
0xcd9	0xcd9
0xd89	0xd89
0xe11	0xe11
0xe9f	0xe9f
0x1075	0x1075
0x1122	0x1122
0x11aa	0x11aa
0x11b2	0x11b2
0x13a9	0x13a9
0x1737	0x1737
0x18ea	0x18ea
0x1aae	0x1aae
0x1b34	0x1b34
0x1d45	0x1d45
0x45a4	()
0x45a4	fallback()
0x283d4	0x283d4
0x2841d	0x2841d
0x28441	0x28441
