0x0	0xd
0x130dB0x4e7	0x136bB0x4e7
0x136fB0x4e7	0x137aB0x4e7
0x13c4B0x4e7	0x13daB0x4e7
0x13deB0x4e7	0x13e9B0x4e7
0x14ccB0x4e7	0x14e1B0x4e7
0x14e5B0x4e7	0x14f0B0x4e7
0x15f6B0x4e7	0x160cB0x4e7
0x1610B0x4e7	0x161bB0x4e7
0x2d4fB0x12e9B0x4e7	0x2d5dB0x12e9B0x4e7
0x2d4fB0x1383B0x4e7	0x2d5dB0x1383B0x4e7
0x2d4fB0x13f2B0x4e7	0x2d5dB0x13f2B0x4e7
0x2ebaB0x14f9B0x4e7	0x2ecbB0x14f9B0x4e7
0x3bc4B0x2d11B0x2ecfB0x14f9B0x4e7	0x3bcbB0x2d11B0x2ecfB0x14f9B0x4e7
0x3bc4B0x2d11B0x2eddB0x14f9B0x4e7	0x3bcbB0x2d11B0x2eddB0x14f9B0x4e7
0x3bc4B0x2d11B0x2eeeB0x14f9B0x4e7	0x3bcbB0x2d11B0x2eeeB0x14f9B0x4e7
0x3b7fB0x2cbdB0x2d61B0x12e9B0x4e7	0x3b86B0x2cbdB0x2d61B0x12e9B0x4e7
0x3b7fB0x2cbdB0x2d61B0x1383B0x4e7	0x3b86B0x2cbdB0x2d61B0x1383B0x4e7
0x3b7fB0x2cbdB0x2d61B0x13f2B0x4e7	0x3b86B0x2cbdB0x2d61B0x13f2B0x4e7
0x2e68B0x1624B0x4e7	0x2e76B0x1624B0x4e7
0x3badB0x2ce7B0x2e7aB0x1624B0x4e7	0x3bb4B0x2ce7B0x2e7aB0x1624B0x4e7
