0x0	0xd
0x60	0x6b
0x3f	0x4a
0xd	0x1e
0x1cdc	0x1d32
0x2091	0x20a5
0x20b9	0x20c3
0x139	0xf9f6c
0xab	0xb7
0x6f	0x7b
0xfd	0x109
0x164c	0x16a0
0x55a	0x576
0x18d5	0x190b
0x6ce	0x6ea
0x1aa0	0x1ad6
0x20ef	0x20fc
0x8ae	0x8ca
0x91e	0x925
0x17be	0x17c9
0x9f7	0xa13
0xae7	0xb03
0xc65	0xc81
0xd99	0xdb5
0xf10	0xf2c
0x17ee	0x17f4
0x1945	0x197b
0x1b10	0x1b46
0x1b80	0x1b89
0x1bc3	0x1c18
0x1c67	0x1c6e
0x1cbd	0x1cc2
0x1cc6	0x1cdc
0x1d84	0x1d8b
0x1d9c	0x1da2
0x1e22	0x1e38
0x1e3c	0x1e47
0x1e74	0x1e7a
0x1f35	0x1f4b
0x1f4f	0x1f5a
0x1f87	0x1f8d
0x2026	0x203c
0x2040	0x204b
0x2063	0x2069
0x21b6	0x2211
0x2074	0x207a
0x208b	0x2091
0x20b3	0x20b9
0x2395	0x23ef
0x2275	0x22ab
0x22e3	0x22ea
0x2442	0x2449
0x252d	0x2533
0x27e8	0x2802
0x2874	0x28a4
0x2799	0x27a4
0x2855	0x285c
0x28d2	0x28ec
0x2900	0x2910
0x293e	0x29dc
0x29e0	0x29eb
0x2a18	0x2a24
0x2b1d	0x2b33
0x2b37	0x2b42
0x2bce	0x2c2f
0x2c38	0x2c98
0x35b6	0x35e3
0x360c	0x3614
0x363d	0x366e
0x3697	0x36a2
0x3779	0x3785
0x145	0x14d
0x15c	0x164
0x187	0x18f
0x1c4	0x1cc
0x1ef	0x1f7
0x218	0x220
0x255	0x25d
0x280	0x288
0x2a9	0x2b1
0x2d2	0x2da
0x2fb	0x303
0x338	0x340
0x375	0x37d
0x39e	0x3a6
0x3c9	0x3d1
0x3f4	0x3fc
0x41f	0x427
0x45c	0x464
0x487	0x48f
0x49e	0x4a6
0x4db	0x4e3
0x4f2	0x4fa
0x1e	0x29
0x29	0x34
0x3761	0x3773
0x34	0x3f
0x4a	0x55
0x55	0x60
0x7b	0x86
0x86	0x91
0x91	0x9c
0x9c	0xa7
0xb7	0xc2
0xc2	0xcd
0xcd	0xd8
0xd8	0xe3
0xe3	0xee
0xee	0xf9
0x109	0x114
0x114	0x11f
0x11f	0x12a
0x12a	0x135
0x22ea	0x233d
0x374cB0x2fd0B0x20fc	0x3755B0x2fd0B0x20fc
0x3731B0x2fd0B0x20fc	0x373aB0x2fd0B0x20fc
0x374cB0x2fd0B0x171	0x3755B0x2fd0B0x171
0x3731B0x2fd0B0x171	0x373aB0x2fd0B0x171
0x2d26B0x1fb	0x2d34B0x1fb
0x2d26B0x2b5	0x2d34B0x2b5
0x2d26B0x2de	0x2d34B0x2de
0x2d26B0x307	0x2d34B0x307
0x2d26B0x344	0x2d34B0x344
0x374cB0x2fd0B0x409	0x3755B0x2fd0B0x409
0x3731B0x2fd0B0x409	0x373aB0x2fd0B0x409
0x2da1B0x4aa	0x2db0B0x4aa
0x2d26B0x4fe	0x2d34B0x4fe
0x2d4fB0x29f4	0x2d5dB0x29f4
0x608B0x168	0x60fB0x168
0x638B0x168	0x64cB0x168
0x60fB0x168	0x617B0x168
0x2e91B0x28c	0x2e9fB0x28c
0x3bc4B0x2cfcB0x2ea3B0x28c	0x3bcbB0x2cfcB0x2ea3B0x28c
0xe59B0x400	0xe60B0x400
0xe89B0x400	0xe9dB0x400
0xe60B0x400	0xe68B0x400
0xfe6B0x493	0x1002B0x493
0x1046B0x493	0x1085B0x493
0x2153B0x1839	0x215fB0x1839
0x374cB0x2fd0B0x215fB0x1839	0x3755B0x2fd0B0x215fB0x1839
0x3731B0x2fd0B0x215fB0x1839	0x373aB0x2fd0B0x215fB0x1839
0x3b7fB0x2ca8B0x2d38B0x1fb	0x3b86B0x2ca8B0x2d38B0x1fb
0x3b7fB0x2ca8B0x2d38B0x2b5	0x3b86B0x2ca8B0x2d38B0x2b5
0x3b7fB0x2ca8B0x2d38B0x2de	0x3b86B0x2ca8B0x2d38B0x2de
0x3b7fB0x2ca8B0x2d38B0x307	0x3b86B0x2ca8B0x2d38B0x307
0x3b7fB0x2ca8B0x2d38B0x344	0x3b86B0x2ca8B0x2d38B0x344
0x3b7fB0x2ca8B0x2db4B0x4aa	0x3b86B0x2ca8B0x2db4B0x4aa
0x3b7fB0x2ca8B0x2dc2B0x4aa	0x3b86B0x2ca8B0x2dc2B0x4aa
0x3b7fB0x2ca8B0x2d38B0x4fe	0x3b86B0x2ca8B0x2d38B0x4fe
0x3b7fB0x2cbdB0x2d61B0x29f4	0x3b86B0x2cbdB0x2d61B0x29f4
0x2e2cB0x193	0x2e3bB0x193
0x3bc4B0x2cfcB0x2e4dB0x193	0x3bcbB0x2cfcB0x2e4dB0x193
0x3b7fB0x2ca8B0x2e3fB0x193	0x3b86B0x2ca8B0x2e3fB0x193
0x2dddB0x224	0x2deeB0x224
0x3bc4B0x2cfcB0x2e11B0x224	0x3bcbB0x2cfcB0x2e11B0x224
0x3b7fB0x2ca8B0x2df2B0x224	0x3b86B0x2ca8B0x2df2B0x224
0x3b7fB0x2ca8B0x2e00B0x224	0x3b86B0x2ca8B0x2e00B0x224
0x2e2cB0x42b	0x2e3bB0x42b
0x3bc4B0x2cfcB0x2e4dB0x42b	0x3bcbB0x2cfcB0x2e4dB0x42b
0x3b7fB0x2ca8B0x2e3fB0x42b	0x3b86B0x2ca8B0x2e3fB0x42b
0x2e68B0x1e50	0x2e76B0x1e50
0x3badB0x2ce7B0x2e7aB0x1e50	0x3bb4B0x2ce7B0x2e7aB0x1e50
0x2e68B0x1f63	0x2e76B0x1f63
0x3badB0x2ce7B0x2e7aB0x1f63	0x3bb4B0x2ce7B0x2e7aB0x1f63
0x2f63B0x34f8B0x2ab9	0x2f6cB0x34f8B0x2ab9
0x2d78B0x381	0x2d86B0x381
0x3b96B0x2cd2B0x2d8aB0x381	0x3b9dB0x2cd2B0x2d8aB0x381
0x1158B0x4e7	0x1174B0x4e7
0x11aeB0x4e7	0x11c4B0x4e7
0x128fB0x4e7	0x12d1B0x4e7
0x12d5B0x4e7	0x12e0B0x4e7
