0x753	0x19f9	0	Regular
0x19f9	0x27bf	0	Regular
0x1b4b	0x27bf	0	Regular
0x96e	0x1d2e	0	Regular
0x1d2e	0x27bf	0	Regular
0xad6	0x1dfe	0	Regular
0x1dfe	0x27bf	0	Regular
0x110d	0x1dfe	0	Regular
0x1670	0x19f9	0	Regular
0x17b2	0x1d2e	0	Regular
0x1a31	0x27bf	0	Regular
0x1a75	0x27bf	0	Regular
0x1d5b	0x27bf	0	Regular
0x1e28	0x27bf	0	Regular
0x1e8d0x11bc	0x27bf	0	Regular
0x1e8dB0x3272	0x27bf	0	Regular
0x1d13B0x94c	0x27bf	0	Regular
0x1e8dB0x50285	0x27bf	0	Regular
0x1e8dB0x61dd0	0x27bf	0	Regular
0x1d13B0x1790	0x27bf	0	Regular
0x293cB0x246d	0x27bf	0	Regular
0x2be7B0x25b4	0x27bf	0	Regular
0x1e8dB0x2a56	0x27bf	0	Regular
0x1e8dB0x2a6a	0x27bf	0	Regular
0x1e8dB0x3061	0x27bf	0	Regular
0x2be7B0x3512	0x27bf	0	Regular
0x1e8dB0x3293	0x27bf	0	Regular
0x1e8dB0x32d9	0x27bf	0	Regular
0x1e8dB0x32ff	0x27bf	0	Regular
0x1e8dB0x330f	0x27bf	0	Regular
0x1e8dB0x335f	0x27bf	0	Regular
0x1e8dB0x33cf	0x27bf	0	Regular
0x293cB0x345b	0x27bf	0	Regular
0x1e8dB0x3711	0x27bf	0	Regular
0x1e8dB0x62143B0xebb	0x27bf	0	Regular
0x1e8dB0x2ed3B0x197a	0x27bf	0	Regular
0x1e8dB0x31b7B0x2c16	0x27bf	0	Regular
0x1e8dB0x62794B0x26da	0x27bf	0	Regular
0x21fbB0x63b	0x27bf	0	Regular
0x224cB0x63b	0x27bf	0	Regular
