0x3d
0x3e
0x40
0x41
0x43
0x44
0x45
0x47
0x48
0x49
0x4b
0x4c
0x4d
0x4e
0x4f
0x50
0xb7
0xb8
0xb9
0xba
0xbb
0xbc
0x278
0x2a0
0x33c
0x279
0x27b
0x27c
0x27d
0x27e
0x27f
0x280
0x2a1
0x2a3
0x2a4
0x2a6
0x2a7
0x2a8
0x2aa
0x33d
0x33f
0x340
0x341
0x342
0x343
0x344
