0xa0
0xa1
0xa3
0xa4
0xa5
0xa7
0xa8
0xa9
0xaa
0xab
0xac
0xad
0xae
0xaf
0xb0
0xb1
0xb2
0xb3
0xb4
0xb5
0xb6
0xb7
0xb8
0xb9
0xba
0xbb
0xbc
0xbd
0xbe
0xbf
0xc0
0x11d
0x11e
0x120
0x121
0x122
0x123
0x124
0x125
0x126
0x127
0x128
0x129
0x12a
0x12c
0x12d
0x12e
0x137
0x138
0x13a
0x13b
0x13c
0x13e
0x140
0x142
0x143
0x144
0x145
0x146
0x147
0x148
0x149
0x14a
0x14b
0x14c
0x14d
0x14e
0x150
0x151
0x152
0x1cd
0x1ce
0x13a4
0x13c4
