0x0	__function_selector__
0x98	name()
0x115	totalSupply()
0x12f	voteProxy()
0x153	decimals()
0x171	governance()
0x179	balanceOf(address)
0x19f	symbol()
0x1a7	setGovernance(address)
0x1cf	setVoteProxy(address)
0x21d	0x21d
0x2ac	0x2ac
0x99a	()
0x99a	fallback()
