0x92a
0x92b
0x92c
0x12ff
0x139f
0x1468
0x1469
0x146a
0x146b
0x146c
0x146d
0x148c
0x14bf
0x1506
0x1512
0x1513
0x1534
0x1536
0x1537
0x1539
0x153b
0x153c
0x153e
0x1540
0x1541
0x1542
0x1563
0x1565
0x1566
0x1568
0x156a
0x156b
0x156d
0x156f
0xccc4
0xd6c4
0xcce4
0xd6e4
0xf4c4
0xfec4
0xf4e4
0x108c4
0xfee4
0x108e4
