0x16d
0x196
0x250
0x267
0x2d9
0x3dc
0x64d
0x655
0x786
0x7b2
0x8e9
0xb63
0xb6b
0xbf0
0xcb5
0xd5d
0xfe9
0x101e
0x1060
0x111e
0x1150
