0x21e
0x21f
0x221
0x222
0x225
0x226
0x227
0x22a
0x22b
0x22c
0x22e
0x22f
0x230
0x231
0x232
0x233
0x249
0x24a
0x24c
0x24d
0x250
0x251
0x252
0x255
0x276
0x277
0x279
0x27a
0x27d
0x27e
0x27f
0x282
0x2ba
0x2bb
0x2bd
0x2be
0x2c1
0x2c2
0x2c3
0x2c6
0x57c
0x57d
0x580
0x5f9
0x5fa
0x5fb
0x5fc
0x5fd
0x5fe
0x5ff
0x600
0x610
0x611
0x612
0x614
0x615
0x617
0x618
0x619
0x61a
0x61b
0x61d
0x61e
0x620
0x621
0x622
0x623
0x624
0x626
0x627
0x628
0x629
0x62a
0x62b
0x62c
0x62d
0x62e
0x630
0x631
0x632
0x633
0x634
0x637
0x638
0x63b
0x689
0x68a
0x68b
0x68c
0x68d
0x68e
0x68f
0x690
0x691
0x692
0x6ba
0x6bb
0x6bd
0x6be
0x6bf
0x6c0
0x6c1
0x6c2
0x772
0x773
0x774
0x775
0x776
0xac6
0xac7
0xac8
0xac9
0xc6c
0xc6d
0xc6e
0xc71
0xc72
0xc73
0xc76
0xdc7
0xdc8
0xdc9
0xf03
0xf04
0xf07
0x1021
0x1022
0x1023
0x1024
0x1025
0x1026
0x10a3
0x10a4
0x10a5
0x10a6
0x10a7
0x10a8
0x10a9
0x143e
0x143f
0x1440
0x1441
0x1442
0x1443
0x1444
0x1445
0x1d2f
0x1d30
0x1d31
0x1d32
0x2953
0x2954
0x2959
0x295b
0x295c
0x295e
0x295f
0x2961
0x2963
0x2964
0x2966
0x2968
0x2969
0x296a
0x296f
0x2971
0x2972
0x2974
0x2975
0x2977
0x2979
0x297a
0x297c
0x297e
0x297f
0x2980
0x2985
0x2987
0x2988
0x298a
0x298b
0x298d
0x298f
0x2990
0x2992
0x2994
0xacec
0xad0c
0x33a64
0x33ab8
0x33b0c
0x33b81
0x69374
0x33a65
0x33a67
0x33a68
0x33a69
0x33a6a
0x33a6b
0x33a6c
0x33ab9
0x33abb
0x33abc
0x33abd
0x33abe
0x33abf
0x33ac0
0x33b0d
0x33b0f
0x33b10
0x33b11
0x33b12
0x33b13
0x33b14
0x33b82
0x33b84
0x33b85
0x33b86
0x33b87
0x33b88
0x33b89
0x69375
0x69376
0x69377
0x69378
