0x2a3	3	0x53c9c	1
0x2a3	3	0x53dcf	1
0x2a3	3	0x53f50	1
0x777	5	0x2b1	1
0x777	5	0xa10	1
0x777	5	0xe32	1
0x777	5	0x10e9	1
0x777	5	0x11d5	1
0xaca	12	0x1353	4
0xb0d	16	0x1a10	6
0xb0d	16	0x1b86	6
0xdca	10	0x471	1
0xdca	10	0x7bd	1
0xdca	10	0x8ec	1
0xdca	10	0xa7c	1
0xdca	10	0xb59	1
0xdca	10	0xba4	1
0xdca	10	0xc00	1
0xdca	10	0xde1	1
0xdca	10	0x10b2	1
0xdca	10	0x116f	1
0x1332	11	0x693	4
0x134f	22	0x18cb	5
0x15c5	11	0xc42	1
0x15c5	11	0xc77	1
0x15c5	11	0xca1	1
0x15c5	11	0xccb	1
0x15c5	11	0xcf5	1
0x15c5	11	0xd1f	1
0x15c5	11	0xd49	1
0x15c5	11	0xd73	1
0x15c5	11	0xd9d	1
0x15c5	11	0xebe	1
0x15c5	11	0x1280	1
0x15d1	9	0x538fa	1
0x15d1	9	0x53943	1
0x15d1	9	0x5398c	1
0x15d1	9	0x539d5	1
0x15d1	9	0x53a1e	1
0x15d1	9	0x53a67	1
0x15d1	9	0x53ab0	1
0x15d1	9	0x53af9	1
0x15d1	9	0x53b64	1
0x15dd	9	0x538d6	1
0x15dd	9	0x5391f	1
0x15dd	9	0x53968	1
0x15dd	9	0x539b1	1
0x15dd	9	0x539fa	1
0x15dd	9	0x53a43	1
0x15dd	9	0x53a8c	1
0x15dd	9	0x53ad5	1
0x15dd	9	0x53b40	1
0x1665	3	0x53cc0	1
0x1665	3	0x53df2	1
0x1665	3	0x53f75	1
0x1db8	16	0x1e29	5
0x1e18	5	0x368	1
0x1e18	5	0x41f	1
0x1e18	5	0x58d	1
0x1e18	5	0x5ad	1
0x1e18	5	0x84a	1
0x2062	7	0x262	1
0x2062	7	0x395	1
0x2062	7	0x3ea	1
0x2062	7	0x486	1
0x2062	7	0x4c4	1
0x2062	7	0x523	1
0x2062	7	0x5c1	1
0x20d8	3	0x33ae0	1
0x20d8	3	0x33cfa	1
0x20d8	3	0x33de1	1
0x216d	5	0xfa4	1
0x216d	5	0x33a38	1
0x216d	5	0x33cad	1
0x216d	5	0x33d26	1
0x216d	5	0x33f20	1
0x2178	3	0x33a8c	1
0x2178	3	0x33e2e	1
0x2178	3	0x33ec8	1
0x2646	9	0x7dd	1
0x2646	9	0x90c	1
0x2646	9	0xa9c	1
0x2646	9	0xb79	1
0x2646	9	0xbc4	1
0x2646	9	0xc20	1
0x2646	9	0xe01	1
0x2646	9	0x10d2	1
0x2646	9	0x118f	1
0x2852	7	0x33b55	1
0x2852	7	0x33beb	1
0x2852	7	0x33c81	1
0x2852	7	0x33d52	1
0x2852	7	0x33e5a	1
0x2852	7	0x33ef4	1
0x2852	7	0x33f70	1
0x285b	12	0x14e4	3
0x285b	12	0x1c22	3
0x28a6	17	0x1a1d	6
0x28a6	17	0x1aad	6
0x28e9	7	0x601	1
0x28e9	7	0xe1d	1
0x28e9	7	0x16b2	1
0x28e9	7	0x1caf	1
0x28e9	7	0x48e23	1
0x28e9	7	0x53bb1	1
0x28e9	7	0x68ff3	1
0x2924	6	0x85f	1
0x2924	6	0x9eb	1
0x2924	6	0xf08	1
0x2924	6	0x110f	1
0x2924	6	0x12e0	1
0x2924	6	0x16f1	1
