0x0	__function_selector__
0xa2	name()
0x13b	totalSupply()
0x161	decimals()
0x18d	initialSupply()
0x1b3	balanceOf(address)
0x1fd	symbol()
0x296	transfer(address,uint256)
0x2d5	allowance(address,address)
0x33e	0x33e
0x413	0x413
0x4b1	0x4b1
