0x0	0x80
0x8	0x10
0x2	0x40
0xc	0x0
0x12	0x4
0x1a	0x0
0x1d	0xe0
0x21	0x70a08231
0x27	0xb8
0x2c	0xb4b5ea57
0x32	0x7c
0x37	0xb4b5ea57
0x42	0xc3cda520
0x4d	0xd505accf
0x58	0xdd62ed3e
0x63	0xe7a324dc
0x6e	0xf1127ed8
0x78	0x6a7e
0x7e	0x70a08231
0x89	0x782d6fe1
0x94	0x7ecebe00
0x9f	0x95d89b41
0xaa	0xa9059cbb
0xb4	0x6aa2
0xba	0x30adf81f
0xc0	0xff
0xc5	0x30adf81f
0xd0	0x313ce567
0xdb	0x587cde1e
0xe6	0x5c19a95c
0xf1	0x6fcfff45
0xfb	0x6ac6
0x101	0x6fdde03
0x10c	0x95ea7b3
0x117	0x18160ddd
0x122	0x20606b70
0x12d	0x23b872dd
0x138	0x0
0x13d	0x144
0x140	0x473
0x145	0x40
0x148	0x151
0x14d	0x2f7d
0x152	0x40
0x157	0x60
0x15b	0x174
0x15e	0x4
0x163	0x16f
0x16b	0x26a2
0x170	0x4ac
0x175	0x40
0x178	0x181
0x17d	0x2e17
0x182	0x40
0x187	0x20
0x18b	0x192
0x18e	0x63e
0x193	0x40
0x196	0x19f
0x19b	0x30e1
0x1a0	0x40
0x1a5	0x20
0x1a9	0x1b0
0x1ac	0x64c
0x1b1	0x40
0x1b4	0x1bd
0x1b9	0x2e32
0x1be	0x40
0x1c3	0x20
0x1c7	0x1e0
0x1ca	0x4
0x1cf	0x1db
0x1d7	0x25b5
0x1dc	0x663
0x1e1	0x40
0x1e4	0x1ed
0x1e9	0x2e17
0x1ee	0x40
0x1f3	0x20
0x1f7	0x1fe
0x1fa	0x8f5
0x1ff	0x40
0x202	0x20b
0x207	0x2e32
0x20c	0x40
0x211	0x20
0x215	0x21c
0x218	0x90c
0x21d	0x40
0x220	0x229
0x225	0x3140
0x22a	0x40
0x22f	0x20
0x233	0x24c
0x236	0x4
0x23b	0x247
0x243	0x2550
0x248	0x911
0x24d	0x40
0x250	0x259
0x255	0x2dfc
0x25a	0x40
0x25f	0x20
0x263	0x27c
0x266	0x4
0x26b	0x277
0x273	0x2550
