0x1782	4	0x4ff	1
0x1782	4	0x663	1
0x1782	4	0xe47	1
0x1782	4	0x1267	1
0x24e7	17	0x2562	6
0x24fc	4	0x2671	1
0x24fc	4	0x2682	1
0x24fc	4	0x2738	1
0x24fc	4	0x2749	1
0x2511	8	0x26c3	3
0x2550	6	0x232	1
0x2550	6	0x262	1
0x2550	6	0x27e	1
0x2550	6	0x2ae	1
0x2550	6	0x30e	1
0x2550	6	0x38c	1
0x26a2	3	0x15a	1
0x26a2	3	0x2de	1
0x26a2	3	0x35c	1
0x27a3	6	0x2f22	2
0x27c1	15	0x2e32	3
0x2d3b	11	0x30e1	4
0x2d68	21	0x3191	8
0x2d68	21	0x31a6	8
0x2dd2	3	0x64c	1
0x2dd2	3	0xf72	1
0x2dd2	3	0x128c	1
0x2e17	3	0x174	1
0x2e17	3	0x1e0	1
0x2e17	3	0x376	1
0x2e32	3	0x1b0	1
0x2e32	3	0x1fe	1
0x2e32	3	0x42c	1
0x2f9f	25	0x2474	8
0x30e1	4	0x192	1
0x30e1	4	0x2c8	1
0x30e1	4	0x328	1
0x30e1	4	0x40e	1
0x315b	5	0x1a92	2
0x31e1	9	0x2afd	3
