0x4ad
0x4ae
0x4b0
0x4b1
0x4b2
0x4b3
0x4b4
0x4b5
0x4b6
0x4b7
0x4b8
0x4b9
0x4ba
0x4bb
0x4bc
0x4be
0x4bf
0x4c0
0x4c9
0x4ca
0x4cc
0x4cd
0x4ce
0x4d0
0x4d1
0x4d2
0x4d3
0x4d4
0x4d5
0x4d6
0x4d7
0x4d8
0x4d9
0x4da
0x4db
0x4dc
0x4dd
0x4de
0x4df
0x4e0
0x4e1
0x4e2
0x4e3
0x4e4
0x4e5
0x4e6
0x4e7
0x4e8
0x4e9
0x4ea
0x4eb
0x56d
0x56e
0x5b9
0x5ba
0x5bc
0x5bd
0x5be
0x5c0
0x5c2
0x5c4
0x5c5
0x5c6
0x5c7
0x5c8
0x5c9
0x5ca
0x5cb
0x5cc
0x5cd
0x5ce
0x5cf
0x5d0
0x5d2
0x5d3
0x5d4
0x611
0x612
0x614
0x615
0x616
0x617
0x618
0x619
0x61a
0x61b
0x61c
0x61d
0x61e
0x620
0x621
0x622
0x813
0x814
0x816
0x817
0x818
0x819
0x81a
0x81b
0x81d
0x81e
0x81f
0x820
0x821
0x822
0x823
0x824
0x825
0x826
0x827
0x828
0x829
0x82a
0x82b
0x82c
0x82e
0x82f
0x830
0x1131
0x1132
0x1133
0x12ce
0x12cf
0x12d0
0x12d1
0x12d2
0x12d3
0x1433
0x1434
0x1435
0x1436
0x1437
0x1438
0x1439
0x1475
0x1476
0x1477
0x1478
0x1479
0x147a
0x147b
0x147c
0x14e9
0x14ea
0x14eb
0x14ec
0x14ed
0x14ee
0x14ef
0x164f
0x1650
0x1651
0x1652
0x1653
0x196e
0x196f
0x1970
0x1971
0x1972
0x1973
0x19c8
0x19c9
0x19ca
0x19cb
0x19cc
0x19cd
0x19ce
0x19cf
0x19d0
0x19d1
0x1a54
0x1a55
0x1a56
0x1a57
0x1a5a
0x1a98
0x1a99
0x1a9a
0x1a9b
0x1a9e
0x1b68
0x1b69
0x1c84
0x1c85
0x1c86
0x1c87
0x1c88
0x1d8d
0x1d8e
0x1d8f
0x1d90
0x1d93
0x1dc7
0x1dc8
0x1dc9
0x1dca
0x1dcb
0x1dcc
0x1dcf
0x1ea0
0x1ea1
0x1ea2
0x1ea3
0x1ea4
0x1ea5
0x1ea6
0x1ea7
0x1ea8
0x24d7
0x24d8
0x24d9
0x24da
0x24dd
0x24f4
0x24f5
0x24f6
0x24f7
0x24f8
0x24fb
0x2c32
0x2c33
0x2c36
0x2c37
0x2c38
0x2c3b
0x2c3c
0x2c3d
0x2c3f
0x2c40
0x2c41
0x2c42
0x2c43
0x2c44
0x2c45
0x2c46
0x2c47
0x2cdb
0x2cdc
0x2cdd
0x2cde
0x2cdf
0x2ce0
0x2ce1
0x2ce2
0x2ce3
0x2f03
0x2f04
0x2f05
0x2f06
0x2f07
0x2f08
0x2f09
0x2f0a
0x33c8
0x33c9
0x33ca
0x33cb
0x33cc
0x33cd
0x33ce
0x33d1
0x34d5
0x34d6
0x34d7
0x34d8
0x34d9
0x34da
0x34db
0x34de
0x45ee
0x45ef
0x45f0
0x45f1
0x45f2
0x45f3
0x45f6
0x4676
0x4677
0x4678
0x4679
0x467a
0x467b
0x467c
0x467d
0x467e
0x47b3
0x47b4
0x47bd
0x47c0
0x4f3b
0x4f3c
0x141d4
0x141f4
0xf0ab4
0xf0b00
0xf0c28
0xf0c78
0xf0d62
0xf0dae
0x10537f
0x105509
0x1055ce
0x10593c
0xf0ab5
0xf0ab6
0xf0ab7
0xf0ab8
0xf0ab9
0xf0aba
0xf0b01
0xf0b02
0xf0b03
0xf0b04
0xf0c29
0xf0c2a
0xf0c2b
0xf0c2c
0xf0c2d
0xf0c2e
0xf0c2f
0xf0c30
0xf0c79
0xf0c7a
0xf0c7b
0xf0c7c
0xf0c7d
0xf0c7e
0xf0c7f
0xf0c80
0xf0d63
0xf0d64
0xf0d65
0xf0d66
0xf0d67
0xf0daf
0xf0db0
0xf0db1
0xf0db2
0xf0db3
0x105380
0x105382
0x105383
0x105384
0x105385
0x105386
0x105387
0x105388
0x105389
0x10538a
0x10550a
0x10550b
0x10550c
0x10550d
0x10550e
0x10550f
0x1055cf
0x1055d0
0x1055d1
0x1055d2
0x1055d3
0x10593d
0x10593e
0x10593f
0x105940
0x105941
0x105942
