0x0	__function_selector__
0x78	()
0x78	fallback()
0x83	_newWallet(address)
0xc6	rate()
0xf1	weiRaised()
0x11c	wallet()
0x173	buyTokens(address)
0x1a9	token()
0x200	0x200
0x3b1	0x3b1
0x401	0x401
0x41f	0x41f
0x43b	0x43b
0x549	0x549
0x5b4	0x5b4
