0xd59
0xd7b
0xe3c
0xe5e
0x109c
0x10be
0x13c3
0x13e5
0x1cb8
0x1cda
0x1cf5
0x1d17
0x2061
0x2083
0x20e9
0x229c
0x22be
0x2313
0x2335
0x2571
0x2bca
0x2c46
0x313f
0x3181
0x3212
0x3240
0x3299
0x32c7
0x3309
0x335d
0x33ae
0x33dd
0x341d
0x3460
0x34c3
0x34f0
0x351d
0x353b
0x3566
0x3597
0x4104
0x4135
0x41e4
0x4215
0x426f
0x42a3
0x43cc
0x43fa
0x4441
0x44a0
0x4dfa
