0x0	__function_selector__
0x235	changeDummy(address)
0x25e	supportsInterface(bytes4)
0x29b	name()
0x2c6	burnTokens()
0x2dd	getApproved(uint256)
0x31a	approve(address,uint256)
0x343	mint(uint256,uint8,bytes32,bytes32)
0x35f	totalSupply()
0x38a	transferFrom(address,address,uint256)
0x3b3	mintsPerAddress(address)
0x3f0	isValidAccessMessage(address,uint8,bytes32,bytes32)
0x42d	changeBaseURI(string)
0x456	safeTransferFrom(address,address,uint256)
0x47f	reservedMintCreator(uint256)
0x4a8	saleState()
0x4d3	retrieveFunds()
0x4ea	ownerOf(uint256)
0x527	tokensLeftPresale()
0x552	unrevealedURI()
0x57d	balanceOf(address)
0x5ba	renounceOwnership()
0x5d1	maxMint()
0x5fc	owner()
0x627	symbol()
0x652	setApprovalForAll(address,bool)
0x67b	accountBalance()
0x6a6	reservedMintsCreator()
0x6d1	safeTransferFrom(address,address,uint256,bytes)
0x6fa	mintCost()
0x725	changeUnrevealedURI(string)
0x74e	tokenURI(uint256)
0x78b	mintCostPublicSale()
0x7b6	isApprovedForAll(address,address)
0x7f3	switchToPresale()
0x80a	saleState_()
0x835	transferOwnership(address)
0x85e	mintCostPresale()
0x889	switchToPublicSale()
0x960	0x960
0xa42	0xa42
0xb5b	0xb5b
0xbe0	0xbe0
0xcf8	0xcf8
0x1108	0x1108
0x1180	0x1180
0x127e	0x127e
0x1314	0x1314
0x1334	0x1334
0x153a	0x153a
0x165e	0x165e
0x1710	0x1710
0x1727	0x1727
0x186d	0x186d
0x18fb	0x18fb
0x1925	0x1925
0x1b38	0x1b38
0x1c42	0x1c42
0x1ca4	0x1ca4
0x1d3d	0x1d3d
0x1dd3	0x1dd3
0x1f3e	0x1f3e
0x210b	0x210b
0x220e	0x220e
0x2381	0x2381
0x23f3	0x23f3
0x245f	0x245f
0x2518	0x2518
0x252e	0x252e
0x254c	0x254c
0x2596	0x2596
0x2674	0x2674
0x28d0	0x28d0
0x2981	0x2981
0x2a47	0x2a47
0x2aa3	0x2aa3
0x2b35	0x2b35
0x2c96	0x2c96
0x2cf6	0x2cf6
0x306e	0x306e
0x30f4	0x30f4
0x3111	0x3111
0x3153	0x3153
0x3195	0x3195
0x31aa	0x31aa
0x31bf	0x31bf
0x31d4	0x31d4
0x31e9	0x31e9
0x31fe	0x31fe
0x322c	0x322c
0x325a	0x325a
0x326f	0x326f
0x3284	0x3284
0x32b1	0x32b1
0x32f1	0x32f1
0x3344	0x3344
0x33c7	0x33c7
0x3407	0x3407
0x3447	0x3447
0x34ae	0x34ae
0x34db	0x34db
0x3508	0x3508
0x3551	0x3551
0x357e	0x357e
0x35e5	0x35e5
0x35f4	0x35f4
0x361a	0x361a
0x36c1	0x36c1
0x3b52	0x3b52
0x3b9c	0x3b9c
0x3bf1	0x3bf1
0x3c06	0x3c06
0x3c21	0x3c21
0x3c6d	0x3c6d
0x3c88	0x3c88
0x3ccd	0x3ccd
0x3ce8	0x3ce8
0x3d0a	0x3d0a
0x3d2a	0x3d2a
0x3d4a	0x3d4a
0x3d6a	0x3d6a
0x3d8a	0x3d8a
0x3daa	0x3daa
0x3dca	0x3dca
0x3dea	0x3dea
0x3e0a	0x3e0a
0x3e2a	0x3e2a
0x3e4a	0x3e4a
0x3e6a	0x3e6a
0x3e8a	0x3e8a
0x3eaa	0x3eaa
0x3eca	0x3eca
0x3eea	0x3eea
0x3f0a	0x3f0a
0x3f2a	0x3f2a
0x3f4a	0x3f4a
0x3f6a	0x3f6a
0x3f8a	0x3f8a
0x3faa	0x3faa
0x3fca	0x3fca
0x3fea	0x3fea
0x400a	0x400a
0x402a	0x402a
0x404a	0x404a
0x406a	0x406a
0x408a	0x408a
0x40aa	0x40aa
0x40c5	0x40c5
0x4157	0x4157
0x417e	0x417e
0x418f	0x418f
0x419a	0x419a
0x41f0	0x41f0
0x4221	0x4221
0x427b	0x427b
0x42af	0x42af
0x42c1	0x42c1
0x42cd	0x42cd
0x4303	0x4303
0x4336	0x4336
0x4340	0x4340
0x434d	0x434d
0x435f	0x435f
0x436e	0x436e
0x43a1	0x43a1
0x4404	0x4404
0x444d	0x444d
0x4469	0x4469
0x45da	0x45da
0x4d6f	0x4d6f
0x4dea	0x4dea
0x4dfe	0x4dfe
0x4e15	0x4e15
0x4e2c	0x4e2c
0x4e43	0x4e43
0x4e5a	0x4e5a
0x4e71	0x4e71
0xc0db8	0xc0db8
0xc0e79	0xc0e79
0x1e7912	0xeeeeeeee
