0x165e	12	0x245f	4
0x18fb	15	0x1b42	3
0x1b38	3	0x687	1
0x1b38	3	0x15b6	1
0x1b38	3	0x164a	1
0x2381	26	0x2d1d	4
0x23f3	10	0xb5b	4
0x3195	15	0x329a	4
0x31bf	4	0x3480	1
0x31bf	4	0x3491	1
0x31bf	4	0x35b7	1
0x31bf	4	0x35c8	1
0x325a	9	0x3567	4
0x3284	4	0x241	1
0x3284	4	0x3bf	1
0x3284	4	0x589	1
0x3284	4	0x841	1
0x3551	4	0x2e9	1
0x3551	4	0x48b	1
0x3551	4	0x4f6	1
0x3551	4	0x75a	1
0x35e5	11	0x3c21	4
0x35e5	11	0x3c36	4
0x361a	6	0x3c88	2
0x361a	6	0x3caa	2
0x361a	6	0x3cb7	2
0x3c06	3	0x304	1
0x3c06	3	0x511	1
0x3c06	3	0x611	1
0x3c6d	4	0x285	1
0x3c6d	4	0x417	1
0x3c6d	4	0x7dd	1
0x3c6d	4	0x1ae7	1
0x3ce8	4	0x2b0	1
0x3ce8	4	0x567	1
0x3ce8	4	0x63c	1
0x3ce8	4	0x775	1
0x3faa	14	0x1b7c	3
0x40aa	10	0x374	1
0x40aa	10	0x3da	1
0x40aa	10	0x53c	1
0x40aa	10	0x5a4	1
0x40aa	10	0x5e6	1
0x40aa	10	0x690	1
0x40aa	10	0x6bb	1
0x40aa	10	0x70f	1
0x40aa	10	0x7a0	1
0x40aa	10	0x873	1
0x417e	83	0x3a17	14
0x418f	5	0x36cc	2
0x418f	5	0x3738	2
0x419a	18	0x27c0	3
0x41f0	3	0x163b	1
0x41f0	3	0x2b98	1
0x41f0	3	0x2c47	1
0x4221	3	0xef4	1
0x4221	3	0xfa0	1
0x4221	3	0x1605	1
0x427b	7	0x2770	3
0x4336	90	0x419a	18
0x4336	90	0x41a5	18
0x436e	10	0x3655	4
0x436e	10	0x369d	4
0x43a1	12	0x306e	2
0x4404	3	0x10e0	1
0x4404	3	0x1504	1
0x4404	3	0x2b8e	1
0x45da	14	0x3665	4
0x45da	14	0x36ad	4
