0x0	0x80
0x40	0xf16e4f84
0x1f	0xbdb4b848
0x2	0x40
0x5	0x4
0x9	0x229
0xd	0x0
0x10	0xe0
0x14	0x70a08231
0x1a	0x123
0x25	0xab
0x2a	0xeab41782
0x30	0x6f
0x35	0xeab41782
0x4b	0xf2fde38b
0x56	0xfbaca3c9
0x61	0xff984994
0x6b	0x9d88
0x71	0xbdb4b848
0x7c	0xc4d8b9df
0x87	0xc87b56dd
0x92	0xca2fc70f
0x9d	0xe985e9c5
0xa7	0x9dac
0xad	0x95d89b41
0xb3	0xf2
0xb8	0x95d89b41
0xc3	0xa22cb465
0xce	0xb0a1c1c4
0xd9	0xb4561cb0
0xe4	0xb88d4fde
0xee	0x9dd0
0xf4	0x70a08231
0xff	0x715018a6
0x10a	0x7501f741
0x115	0x8da5cb5b
0x11f	0x9df4
0x125	0x3023eba6
0x12b	0x1b1
0x130	0x603f4d52
0x136	0x175
0x13b	0x603f4d52
0x146	0x61b20d8c
0x151	0x6352211e
0x15c	0x64ef533b
0x167	0x7035bf18
0x171	0x9e18
0x177	0x3023eba6
0x182	0x32624114
0x18d	0x39a0c6f9
0x198	0x42842e0e
0x1a3	0x5136efb8
0x1ad	0x9e3c
0x1b3	0x81812fc
0x1b9	0x1f8
0x1be	0x81812fc
0x1c9	0x95ea7b3
0x1d4	0x10aec4a6
0x1df	0x18160ddd
0x1ea	0x23b872dd
0x1f4	0x9e60
0x1fa	0x191a657
0x205	0x1ffc9a7
0x210	0x6fdde03
0x21b	0x8003f78
0x225	0x9e84
0x22b	0x9ea8
0x239	0x241
0x23d	0x0
0x243	0x25c
0x246	0x4
0x24e	0x257
0x253	0x3284
0x258	0x8a0
0x262	0x26a
0x266	0x0
0x26c	0x285
0x26f	0x4
0x277	0x280
0x27c	0x34ae
0x281	0x960
0x286	0x40
0x289	0x292
0x28e	0x3c6d
0x293	0x40
0x298	0x20
0x29f	0x2a7
0x2a3	0x0
0x2a9	0x2b0
0x2ac	0xa42
0x2b1	0x40
0x2b4	0x2bd
0x2b9	0x3ce8
0x2be	0x40
0x2ca	0x2d2
0x2ce	0x0
0x2d4	0x2db
0x2d7	0xad4
0x2e1	0x2e9
0x2e5	0x0
0x2eb	0x304
0x2ee	0x4
0x2f6	0x2ff
0x2fb	0x3551
0x300	0xb5b
0x305	0x40
0x308	0x311
0x30d	0x3c06
0x312	0x40
0x317	0x20
0x31e	0x326
0x322	0x0
0x328	0x341
0x32b	0x4
0x333	0x33c
0x338	0x3407
0x33d	0xbe0
0x344	0x35d
0x347	0x4
0x34f	0x358
0x354	0x357e
0x359	0xcf8
0x363	0x36b
0x367	0x0
0x36d	0x374
0x370	0x10fe
0x375	0x40
0x378	0x381
0x37d	0x40aa
0x382	0x40
0x387	0x20
0x38e	0x396
0x392	0x0
0x398	0x3b1
0x39b	0x4
0x3a3	0x3ac
0x3a8	0x32f1
0x3ad	0x1108
0x3b7	0x3bf
0x3bb	0x0
0x3c1	0x3da
0x3c4	0x4
0x3cc	0x3d5
0x3d1	0x3284
0x3d6	0x1168
0x3db	0x40
0x3de	0x3e7
0x3e3	0x40aa
0x3e8	0x40
0x3ed	0x20
0x3f4	0x3fc
0x3f8	0x0
0x3fe	0x417
0x401	0x4
0x409	0x412
0x40e	0x3447
