0x0	__function_selector__
0xb4	()
0xb4	fallback()
0xb9	name()
0x149	approve(address,uint256)
0x1bc	totalSupply()
0x1e7	transferFrom(address,address,uint256)
0x27a	decimals()
0x2ab	balanceOf(address)
0x310	symbol()
0x3a0	transfer(address,uint256)
0x413	symbol_()
0x4a3	allowance(address,address)
0x528	name_()
0x5b8	decimals_()
0x5e9	0x5e9
0xb35	0xb35
0xd9b	0xd9b
0xec0	0xec0
