0x0	__function_selector__
0x48	()
0x48	fallback()
0x4d	enter(bytes32,bytes8)
0x95	maxEntrants()
0xbe	totalEntrants()
0xd1	assignAll()
0x314	0x314
0x592	0x592
0x5bb	0x5bb
0x5c1	0x5c1
