0xd3d	5	0x2841	2
0xd3d	5	0x287d	2
0x21d8	6	0x310c	2
0x29c0	25	0x2a9b	11
0x29e3	118	0x29cd	25
0x29e3	118	0x2eec	25
0x2a25	48	0x371e	8
0x2a25	48	0x3760	8
0x2a25	48	0x379b	8
0x2a84	11	0x3414	2
0x2a84	11	0x353a	2
0x2a84	11	0x35e3	2
0x2a84	11	0x3656	2
0x2ad3	120	0x2e64	25
0x2ad3	120	0x2eac	25
0x2b15	71	0x2f8c	11
0x2b15	71	0x2f9b	11
0x2b15	71	0x2fa9	11
0x2b15	71	0x369a	11
0x2b15	71	0x36b6	11
0x3527	8	0xbe766	2
0x3527	8	0xbe880	2
0x3527	8	0xbe8e4	2
0x3527	8	0xbe948	2
0x3706	8	0xbe15c	2
0x3706	8	0xbe330	2
0x3706	8	0xbe62e	2
0x3706	8	0xbe6fc	2
0x378e	8	0xbe5a1	2
0x378e	8	0xbe73d	2
0x378e	8	0xbe7ca	2
0x378e	8	0xbe857	2
0x37c7	6	0x4d4	1
0x37c7	6	0x54b	1
0x37c7	6	0x5cd	1
0x37c7	6	0x63c	1
0x37c7	6	0x6a7	1
0x37c7	6	0x845	1
0x37e4	7	0x30d5	2
0x37e4	7	0x32a3	2
0x387b	4	0x2e6	1
0x387b	4	0x45e	1
0x387b	4	0x75e	1
0x387b	4	0x793	1
0x38c2	8	0x299	1
0x38c2	8	0x388	1
0x38c2	8	0x41c	1
0x38c2	8	0x494	1
0x38c2	8	0x606	1
0x38c2	8	0x672	1
0x38c2	8	0x73e	1
0x38c2	8	0x7c9	1
0x39d5	11	0x88b	1
0x39d5	11	0x98c	1
0x39d5	11	0xa24	1
0x39d5	11	0xccf	1
0x39d5	11	0xd21	1
0x39d5	11	0xdaf	1
0x39d5	11	0xdf7	1
0x39d5	11	0x1e3a	1
0x39d5	11	0x1ec7	1
0x39d5	11	0x206a	1
0x39d5	11	0x2101	1
0x3ac1	4	0x8d0	1
0x3ac1	4	0x1ea5	1
0x3ac1	4	0x583fc	1
0x3ac1	4	0x8ab80	1
0x3b6d	21	0x37f6	7
