0x8	0x10
0x27	0x97
0x32	0x66
0x62	0x3322
0x93	0x3346
0x9f	0xd3
0xcf	0x336a
0xfb	0x102
0x12c	0x142
0x13e	0x127
0x152	0x16f
0x17e	0x1a9
0x18b	0x193
0x1c0	0x20b
0x1cd	0x1d5
0x207	0x6ff
0x226	0x22d
0x229	0x82a
0x244	0x2af
0x251	0x259
0x2ab	0x834
0x2ca	0x2d1
0x2cd	0xc95
0x2ee	0x339
0x2fb	0x303
0x33c	0x37d
0x349	0x351
0x379	0xe52
0x394	0x39b
0x3c5	0x3db
0x3d7	0x3c0
0x3eb	0x408
0x417	0x442
0x424	0x42c
0x445	0x490
0x452	0x45a
0x48c	0xf4a
0x4ab	0x4b2
0x4ae	0x1212
0x4c9	0x52a
0x4d6	0x4de
0x526	0x1218
0x541	0x58c
0x54e	0x556
0x588	0x129f
0x5a7	0x5f2
0x5b4	0x5bc
0x5ee	0x14d4
0x6b2	0x6c6
0x6cb	0x6f3
0x6d1	0x6e5
0x732	0x73a
0x87a	0x882
0x903	0x90b
0x93d	0x945
0x946	0x997
0x9dd	0x9e5
0x9ea	0x9fc
0x9ff	0xa50
0xa94	0xaa8
0xaaf	0xb3d
0xf90	0xf98
0xfca	0xfd2
0xfd5	0xfdd
0xfe2	0xff4
0xff7	0x1048
0x108c	0x10dd
0x1121	0x1135
0x12d2	0x12da
0x12db	0x1369
0x1507	0x150f
0x1510	0x159e
0x170d	0x1716
0x171b	0x1725
0x1728	0x173a
0x172b	0x1734
0x174b	0x1757
0x1753	0x16efc
0x1763	0x1768
0x176b	0x1770
0x1782	0x1787
0x179b	0x17a0
0x17b8	0x17bd
0x17cd	0x17d5
0x1819	0x1821
0x1822	0x1836
0x183d	0x188e
0x66fc	0x127
0x70fc	0x16f
0x7afc	0x3c0
0x84fc	0x408
0xb6fc	0x16f73
0x2df10	0x41510
0x2e910	0x3ed10
0x2f310	0x3f710
0x2fd10	0x40110
0x30710	0x40b10
0x31110	0x3c510
0x31b10	0x3cf10
0x32510	0x3d910
0x32f10	0x3e310
0x33910	0x39d10
0x34310	0x3a710
0x34d10	0x3b110
0x35710	0x3bb10
0x36110	0x37f10
0x36b10	0x38910
0x37510	0x39310
0xd2dV0x303	0xd35B0x303
0xd36V0x303	0xdc4B0x303
0xe45V0x303	0xe4eB0x303
0xf3eV0x42c	0xf47B0x42c
0x675V0xfa	0x16e81B0xfa
0x65aV0xfa	0x16e58B0xfa
0x8efcV0xfa	0x687B0xfa
0x697V0xfa	0x687B0xfa
0x662V0xfa	0x679B0xfa
0x98fcV0xfa	0x16f21B0xfa
0xf04V0x393	0x16ed3B0x393
0xee9V0x393	0x16eaaB0x393
0xa2fcV0x393	0xf16B0x393
0xf26V0x393	0xf16B0x393
0xef1V0x393	0xf08B0x393
0xacfcV0x393	0x16f4aB0x393
